0 ,163
1 ,163
2 ,132
3 ,129
4 ,148
5 ,94
6 ,94
7 ,163
8 ,163
9 ,132
10 ,129
11 ,148
12 ,94
13 ,94
14 ,171
15 ,171
16 ,110
17 ,168
18 ,201
19 ,142
20 ,142
21 ,175
22 ,175
23 ,65
24 ,107
25 ,47
26 ,153
27 ,153
28 ,180
29 ,180
30 ,124
31 ,136
32 ,88
33 ,215
34 ,215
35 ,174
36 ,174
37 ,53
38 ,142
39 ,212
40 ,100
41 ,100
42 ,174
43 ,174
44 ,53
45 ,142
46 ,212
47 ,100
48 ,100
